,Unnamed: 0,correction,RID,smiles,fragment_fp,fragment_fp2
15,15,,R1139,*CC(*)(C(*)=O)C(=O)O,00000000000001000000000000000000000000000000000000000001000000000000000000001100000000000000100000000100000000100000110000000000000000000001000000000000000000000000000000000101100000011000000000000000000000000010000000000000000100000010000000100000000001000000000000000000010010001000100000100100000000000000001000000000000000000000000011000000000000000001000000000000000000000000000010000000000000000001000100000000000000000100000000000000100000000000000000001000000000000000010001000000000000000000010000010000000000000000000000000001000010001000000000000000011000000000000000010000000010000001010000000000000000100000000000000000000000000000000000000010000000000010000000000001000000000010010000000100000001000000000001000000010000000000000000000000010000000000001000000000000010000000100000000000000000000000000000000001100000000000000000000000000100010000010000000000000101000000000100000000000100000001000000000100000001000110000000000000000000000100111000001000000000000000000000000000010000010000000000100010000000000000000000000001100000100000000010000000000000010001000000000000100000000000000000000000000100101000000000100000000000000000001001000000000000000100001000000001000000000000010000000100010000000000000010000000010000000000000000010000000000000000000000000000100000000100000000000000000010000000000000000000010000000011100000001000000000000000000000000000100000000000000100000000000001000000000000000000000000000010000000001000000000000000000000000000000000000000001100000001000000010000001000100000000100000100000100000000101001010000000000000000000000000000000000000000000000001000000000001000000000000000000100100000000100010011000010000000000000000010000000000000000000000000000001000100001100000000000110000000001001000011000000000000000000000000100010000000000001000000100000000000000001000000000000001000010000010000000000000001000000000000000000000000010000000000000110000000100100000000010000010000000000000000000011000000000010000000001000000000010000100000000100000000000000000000000000001000000000010010001000001000,"[3, 10, 0]"
16,16,,R1140,*CCCCCCCCCCC(=O)O,00000000000001010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000001000000000000000000000000000000000011000000100000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000010000000000000000000000010010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100100000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000010000000010000000000001010000000000000000000000000000000000000000000000000000000000010000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100010000000000000000000000000000000000001000100000000000000010000000000000000000000000000000000011001000000000000000000000000001000000100000100000000000001000000000000000000000000000000000000000010000000000001100000000000000000000000000000000000000000000000000010000000000000,"[1, 14, 0]"
17,17,,R1185,*CC(C(*)=O)C(C(=O)O)C(*)(C)C,01000100000101000000000000000000000000000000000000000000000001110100000100001100000000000000000100010000000001011000010000000000001000000001000000001000000010000000000000000100000000001000000100000000000000000000000000000001000100000010010000000100001001000000100010100000000010001001000001000000000000011000000110000100001000010000000010010100000000000001000010000110000000000000010000100000000001000001010100000000000000000000000000000001001000000010000001101000000000000000000001000000000000100000100100001000000000100000000000010100000000001010000000000000001000011000000000101100000000000000011000000000101001000000000000000010000000010000010000000110000000000000110000000001000000010010000000000100000001000000000001000010010010100000000000100100000001000000001000000000000000000000100000000000000000100000100000000001000000000000101000010010001001011000000100000100000101000110000000000000000000100001000001000000000000001110100000001000000001000010001010001001000100001000100000000000010010011100010100000010010000100100000000000000100000100000110001000000000000001001000001000000000000001010000000000000000000111000100100000000100000000010000001000000100000000110000000100001000100000001010101000011010001000000000011000000010010000000001010000000000000101000000000000000100010000000100010000010000010000000000001000100000000011011010000001000000000011010000100000100101000000000000000000100000001000010000000000000000000010000000000000000000000000100000100001100000000000000000000100101000000011000000000000100000000000000000000000000000000011000000000000000000000011000000100000000100000010000000001000101000000100000000010000000010000011001000010000000000000000010110000000000000011100000000000000000000001100000000010000001000000000000000000010000010000001000100110000010000000000000001000000000000001000100000000011000010001100000000000000000000000000000000001000000010000000000000010011010010100001010000000100001000000100000000100000011000110000000001000010100000000100000000000000110000000000000000101001000000000010110000000001000,"[3, 14, 0]"
18,18,,R1407,*C(C(=O)O)C(*)C(=O)O,00000000000001000000000000000000000000000000000000000001000001000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000100000000000000100000010000000000000000000000000000000000000000000000100000001000000000000000000000010000000000000100000000000000000010000000000000010000000000011000000000000000000000000000000000000000000010000000000000000000001000000000000000000000010000010000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010001000000000001000001000000000100100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000101000000010001000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000100000000000000000001010000000101000010000000000000100000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000001000000000001000000000000000100100000000000000001000000000000000000000000000000000000000000100000100001000000000000000000000001000000000000000100001000000001000000000000000100000101000000000000000010000000010000000001001010000000000000000000000000000000000000010000100000000010000010000000000000000000010000000001000000100000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000010000100000000000000010000000000000000000000000000000000000000000010010000000000001000001000100000000100000000000000010000000000000010000000000010000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000100010000000001000000000000000000000000001000000000000011000010100010000000000000001000000000000000001010000000000000000000010010000000100000000000000010001000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000001000000000000010100000000000,"[2, 10, 0]"
19,19,,R1600,*C(=O)C(*)CC(=O)O,00010000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000001000000000000000000000010000000000000100000000000000000000000000000000000000000010010000000000000000000000000000000000000000000010000100000000000000001000000000000000000000000000000000000000000000110000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001010000000000000001000001000000000100100000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000001000000000000000000000010000001000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000001000000010000001100000000000000100000100000000000000000000000000000001000000000000000000000100000000000000000000000000000000011000000000000000100000000000011000010000000000000000000000000000000000000101000000000000000000100000000000000001000000000000000000000000000000000000000000110000100000000000000000000000000001000000000000000100000000000001000000000000010000000101000000000000000010000000010000000000001010000000000000000000001000000000000000000000101000000010000010000000000000000000000000000001010000000000000000101010000010000000101000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000100000000100000000000000010000000000000000000000000010100001000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000100010000000000000000000000000000000000001000000000000011000010000010000000000000000000000000000000001010000010110000000000010010000000100010000000000000001000000000000000000000001000000000000001000000000000000100000000000000000000000000000000000000000000000000010000000000000,"[2, 9, 0]"
20,20,,R1841,*C(C)C(=O)O,00000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000001000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000100001000000001000000000000000000000100000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100010000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000,"[1, 6, 0]"
21,21,,R1896,*C(=O)C(CC(=O)O)C1CC(*)C(C(*)=O)c2cc(C)ccc21,01000100001101010001101010001111001000010100000110101001100001101101110110010001100000011111000111100101100001100000000000100101010011000111001100011101001111000111000100100111001100001000000101100010100111000000000000001011100101110011110001010101011111001010011111000000011110011001000000000011000000010001010011110000001101000010000111100010111000000011111110000100101001000010010000100000000011000010011101010001010001010100001001011001011000110111110101101001100110001100100001011001000100110100010100001110000011010010011001100010111011001011110000100010001001001100000010101100000010000000010011110100011011110000000101100100101000110000100011000111110011110001111001011111010010111000001111100001100111100110111001100100101011101101110010100100000101000000011110110111000111111000100111010010010100000100111010101001111110100100001001111110111001110011100001000101110100010010011110000111001100011111001001010001000100011111100110111001110000000001011000001001000010000100100000100001110000001101101100001111110111011111001101000101100010110110010001101010100000010101100001000101101001111110000000001000010011110101001010000101010000100011001001110000001010001100001010010011010011000011010001110111100010000001011110101001011001100101101010110000110011001110000100001000100000110000111011000000100110101100000110010110000001111011111011101001010110111011010010011101101001101001000011000010101101001011101000011100000100101100000000001010110000101100010101011110001010110010010000100100001001010100110100101001001001100100101001000010110011110100011001101010110101011110111110011000010110101001011111100101111100100000011010000010111100110100000110111011101010100011110001110001001000001001001011011011011001010010101010111001110000000000011110110101100000010010110111001110100000100001000011000110001111101110101010110000010100000110110101111100111001000100111011100010011000011110001000011101101101101101001010011001100000010011011011000001011010110011111110110001000101101101000111110110000011100000000100001101111101010011001101001010,"[3, 23, 2]"
22,22,,R1901,*C(=O)CCC(*)C(=O)O,00000000000001000000000000000000000010000000000000000001000101000000000000000100000000000000000000000000000100000000000000000000000000000001000000001000000000000000000000000000000000000000000100000010000000000000000000000000000000000010000000000000000000000000010000000000000000000001000000000000000000010000010100001000000000000000000011000100000000000000001000000000001000000000010000000000000000000000000100000000000000000010000010000001000000000000010000000000000000000000000001000000000000000000000000001000000000000000000000000000000000001000000000000000001000011000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000010000000010000001000000000000000000000000000000000000000000000000000000001000000000000010000000000000010000000000000000000000000000100000000000000000000000000101100000000000000000000100000000000000000000000000000001000000000000000001000100010000000000000000000000000000001000000000000000100000000000010000000000000000000000010000000000000000000001100000000000000000000000000000000001000000000000000000000000000000000000000000100000000000001000000000000010000001000000000000000100001000000001000000000000000000000100000010000000000010000000011000000000001010001000000000000000000000000000010000000000000000000000000010000100000000000000010000000001000000100000001000001010000000000000100000000000000000000000000000000000000100000000000000000001000010000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000101001000000000000000000100000000000000110000000010000000000000000010000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000100010000000000000000000000000000000000001000100000011000000010000000000000000001000000000000000000011000000010000000000000000000000000100000000000000000001000000100000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000010000000000000,"[2, 10, 0]"
23,23,,R1924,*CC(C)(C*)C(=O)O,00000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000100000000011000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000010001000000000000000000000000000100000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000001000000000000000000001000000000000000000000000000001000000000000000000000100000001000000000001000000000000000000000000000000000000000000001000000000100000000000100000000000000000000000000000000001000000000000000000000000000100010000000000000000000100000000000000000000000000000000000000000000000000000110000000000000000000000000101000000000000000000000000000000000010000010000000000000010000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000100000001000100000000000000000000001000000000010000000000000000001000000000000000000000000010000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010010000000000000000000000010000000000000010000000000000100000000000100000000000010000000000000000000000000000000000000000000100010000000000000000000000000001000000001000000000001011000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010000000001000000000010000100000000000000000000000010000000000000000000000000010000000000000,"[2, 9, 0]"
24,24,,R2014,*CCCCC(*)C(=O)O,00000000000001010000000000000000000000000000000000000001000101000000000000000000000000001010000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000100000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000011000000000000000000000000000000001000000000010000000000000000000000000000000000000000000010000010000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000100000000000000000100000000000000001000000000000000000000000000000100000000000000000000000000000000001000000000000010000000010000001000000000000000000001000000000000000000000000000000000001000000100000010000000000000010000000100000000000000000000100000000000000000000000000000100000100000000000000100000000000000000000000000000001000000000000000000000100000000100000000000000000000000000000000000000000000000000000010000000000000000000000010010000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000010000001000000000000000100001000000001000000000000000000000100000000000000000010000000010000000000001010001000000000000000000000000000000000100000000000000000000010000100000000000000010000000001000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000010000000000000000000100000000000000000000000000000001001000000100000000000100000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000100010000000000000000000000000000000000001000100000010000000010000000000000000000000000000000000010001100000000000000000000000001000000100000000000000000001000000000000000000000000000000000000000010000000000001100000000000000000000000000000000000000000000000000010000000000000,"[2, 10, 0]"
25,25,,R2291,*C(C#N)(C(=O)O)C(*)(C#N)C(=O)O,01000100100001100000000000000000001000000000000000000001001011000110011000001000000000000000000000000100010001101000011010000100001000000010000000100000010010000100000000000100100001011000000100000010000000000000000001000000001000000010010001110100000001000000000000000000010010001000000100110010010000001001011110000110101010000100001011010100000000010001000010000000000000000000010000000000001010001001001100000000000010000010001110000000000010100100010000001001001000000001110000000000000000100000100000000000000000000001001010010000000000001110001000000000011001001000010011100100000000000000010001000000100000010101000100000000010000000010010000000010000000000000100000000001010000000010010000000100000101000000010001000010110010000110000000100000000010000000011000000010000010000100100000000000000000000000100000000000100000001000001000001010001000111101010000000000000100010010000000000000000100100001000010100000000010000111000000000000100000010100000000000000000000001000000000000000010011010000111000000010000000100001000000000001100100000010000100100000100001001001000000100000000000000100000000000000000000111000101001000000000000000000010001000000100000000100001000100001000000001001000100000101010001000000000110001000010000010001001010001000010000101001000000000000100010010000100000000011000010100000000000000000110000011001100000100001000000000010000000000100001000000000000000000000100001011110000001000000100010000010000010001000000000000000000000000100010000000000001000000001100000010000000010111000000000000011000100000000000010011000000100001000000000000000010000100000000110011000000000011101101000100000000100000000010000010000000000000010000000000011001000000010001011000000100000100010001000101000000010000000000001000000000000011000000000000000100010000110001000000000000000100000010001010000000000011000010100110000010000000011001100000000000101110000000000000000000110011000000110000000000000110001000000000000000001001011000110000000001100010000000000100000000000000000000000000000000101101000000000000110100000000000,"[2, 14, 0]"
26,26,,R3002,*CC(*)(CC#N)C(=O)O,01000100000001100000000000000000000000000010000000000001000001000010000000001000000000000000000000000100000001100000010000000000000000000010000000100100000010000100000000000100000000001000000100000000000000000000000000000000000000000010000000100000000000000000000000000000010010001000000000100000000000000000011100000000000000000000000011000000000000000001000000000000000000000000010000000000000010001001000000000000000000000000000010000000000010000000010000001000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000011000001000000000100001000000000000000001000000100001000101000100000010000000000000010000000010000000000000100000000001000000000010010000000100000001000000000001000000000010100100000000000000000000000000001000100000000010000000100000000000000000000000000000000000100000000000000000000000001000110100010000000000000100000100000000000000000000000001000000000000000000000111000000000000100000000100000000000000000000000000000000000000010000010000000000000010000000000000000000100001100000000000000000000000000001000001000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000100001000000001000100000000000001000100010000000000000010001000010000000001001010000000000000000001000000000000000010000000000000000000000010000000000000000000010000000001100000100001000000000010000010000000000000010000000000000000100001000000000000000000100000000010000000001000000000000000000000000000010000000000001000000001000000010000000000100000000000001001000100000000000000010000000000000000001000000000000000100000000000001000000101001000000000000000000100000000000000010000000000000000000000000010000000000000000001000000100000100000001001000000100010000000000001000100000000001000000000000010100010000000000000000000000000000000010001000000000000011000010000010000010000000001000100000000000101000000000100000000000100000000000110000000000000110001000000000000000000000000000110000000001000010000000000100000000000000000000000000000000000000000000000000010000100000000,"[2, 10, 0]"
27,27,,R3117,*=C=C=C(CCCCCCCCCCCC)C(=*)CCCCCCCCC(=O)O,00000000000000010001000000000000000001000000000000000000100001010000000000000000010000000000001011000000100000000000000000100011000100000010100000001000000010000000000100000000000010000000000100000010000000000000000100000000000000000100000010000010000000000000000000000001000010000001000000000000000000010000100010000000000000010000001010000010000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000001000001000000000000000000100000010000000000000000000010001000110000000010010000000000000000001000000000000000000000010010001000001000000000000011000000010001000000000000000001000100000100100000000000000000000000010000000000000000000000000001000000000100000000100000000011100001000001000100001000000100000000000000000000001000011000000100000000000000000000010000010100000010000000010000000000100101000000010000000000000000000000000010000100000000010000010000001000000000000000000000000010000100000000000000000000000010000000010000000000000000000000000000010000000000000000100000001010010000000000000010000000000100000000000000000000000001000000000001000000000010000001100000100000100100000000000000000000000000000001000000000000000000000001000101000000000110000000000010000000000000000010000000010000000100001011000000010000100000000000000000000000010000000000000100001010000100000000000000100000000001000000000001001000000000010000000000100000000100000100100000000000000001000101000000000000000000000000000100000000010000000111010000000000000000000100000000000000100000010000000000000000000000010000000000000000000000000000100000001000000000100000010000000000000100010000000000000000000000000000000000000000010000000000000000000000000000010010100000000000000010000100000000000000000000000110000000001000000000000000000000100000000000100010000000100000010000010000000000000011000100000000000010010000010000000000000100000100100000011001000000000010000000000000001000000100000100010000000011100000100000000000000000000000100000000010000000000001010010000000000000000000000000000010000000000000001000001000000000,"[2, 29, 0]"
28,28,,R3253,*O[Si](*)(C)CCCC(=O)O,00000100000000000000000000000000001000000010000000000000000001000000000000000000101000100000000000000000000000000000000000000000000000000000000000000000000000010000010000000000001100000000000100000000000000000010000000001000000000000000000000000001000000000000001000000000000000000100000000010000000000000000001000000000000000000000000010000000100000000000000000000100000000000000000001000000000000000000000000000000000000101100000000000000000001000000101000000100000000000000000000000000001000000000000000000101010000000000100000000000000001000000000000000000001000001011000000000000101000000100001000000000000001100000000000100000000000001000000000000010000010000000000000000001010000000000001000100000001001000000001000000000000000000000000000000000001000000000101000000000000000000000000001000000000000000010000000000000000000000000000000010000000000000010010000000000000101000010000000000000000100001000000000000000000100000100000000000011000000000001000000000000000000000000100000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010100000000000000100100010000000001001000110010000000001001000000000000000000000000001000000000000000000000000000000000000000010000000010100000000101010000000000001010000000000000000000000000000000000000010000010000000011000000000000000000001000000000000000000010000000000000000000000000000000000000010000000010001000000010000000000000000000000000100000000000000000000000001000000000100000000000000000100000000100000000000000000000000000000000000100010000000000000000000010000010000000000100011000000000000000010000000011100000010000000000000100000010000000000000000000000000000000000000000000000010000010000000000000100000000010010000000000000000000000000000000000000000000100010000101000000000000000000011000000001000000000000100001010000000000100000000000000100000000011001000000010001000000001000000000100101100000000000000001000000000000010000000010000001000000000000000000000000000000000000001000000100000100000000000000001001000000000000000000,"[2, 11, 0]"
29,233,,R949,*C=CC(CN)C(*)C(=O)O,00000000010001010000000100000000000100000000000010000001000001000000101000000000000000010000000000001000000000001000000000000000000000000000000000010001000110010000000000000100000000010000000101000100000000000000000000000000000000000000100000000000010000010000000000000000000000001000000000000000000000000000110010000000000000100000000011000000000000000000000000001000011000000000010000000010010100000000000000000100000000000000000010000000000000000000010001000000000110000000000000000000000100000001110000000000000000000000000000000000000010000000010000000000101100001000000000101000000000000000000000000000000000000000000000000000000010000000000000011000000000000010010000000001000000000101010000100000000001000000000000000000000000000000000000100000000000000000011000000000000011000000100000000000000000000000000000000000100100000000000000000000000100101000000000000010000100100110000011000000001000000001000000000000001000000100000010100000000000000001000000000000000000011000000000000000010010000000010000000000010001000000000000000001000000000000000000000100000000000001000000000000000000000000000001000000000000111001000000000000000010000000000001001100000010100100001000100001000000000110000000000100000000000000000010000010010000010000001010100100000000000000000000011000100000000000000000000011000010000000000000000000010000000001000000100000010000000010000000000000000000000000000000000000000101000010000001000000000000000001000010100000000000000000000001001000000000000000000000000000000000000000000000000000000001000010000100000000000000010000000000000000000000000000010001000000000010000000000000001000001000000000000100010000110000010000000001000000001000000010000000000000000000000000001000010000001001000000000011000000000000100000000000000000000000000000100010000100000000000100001000000000100101000100000101010010010000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000001000100000010000000000000000010000000000000001100000000100000000000000000000001000000000101000000000000000110000000000011,"[2, 11, 0]"
