,Unnamed: 0,Unnamed: 1,Unnamed: 2,RID,smiles,fragment_fp,fragment_fp2
11,492,,,R2404,*CC(=S)c1ccc(C(*)=S)s1,00000000001001000000010000010000000000000000000000000000000000010100100000000000100001101000000000010000000000000001001100000001000110000010001001100000000101000100000100000100000000000010000000000000010000101100100000000010000000000000000000000000000000100100010000000001000000000011110000000010000010010001000000101000000011001010100001001000000010001001000010000000000010010010000000000001101100000000000000000000000000100000100010000001010000010101000010000100001011000100001010011110000000100001000001001000010000100100000000000000000110000001001010000000000010000011001000001000110000100100001000100001000000000000001000000000000000010000000000100010000000100100000000000101000000000000000110000000100001010000000000001000000110000010000010010110000000001001100000100000100000110100101010010010001000001000000001010000001010101000000010100100010000010000000000000001000000000001001010000010100000000000010111000000000100000111100000000010000100010000000000000000000011000100000010000010000100000100000000000000000000000111000100001000110100010000000000001000000000000000000000000011000000001000100100000000100001000000010010001010010100100000000010100001000000000000010000011001100001000000100001000000000110000100010000000100010001000000000000010000000101000000001001000000000001000000000000000000001110000110010100000100000001010010001010000000101100000000000000000000101000001011000101000000000001000011100001100000100000000000100000110001000010100000001100000100010000000000000101000110000000000000000000100000000000000000000000000010001010011000000000101000000100001000100000000000000000000000010000010000000000100000010000000000000110000011000101000001111000010011000000000100000100010000000000001000000001000000011001001100001000000000000001010100110000000000110001110100111010000000001000000010000001001010000100101001100001000000000000000000000000010000100000010100000000000001001000001100000011010011000010000000000100000000000001000000001000000000010010000000000010010100010000000000000000000000000000000011000000000010000001000000,"[2, 12, 1]"
12,493,,,R2405,*CC(=S)c1ccc(*)s1,00000000001101000000000000100000010000010000000000001000000001010000100000000000001000000000010000010000010010000001000000000101000010000000001011000000000101100100000110000000000000000010001000000000010000100000000000000000010000000000000001000000000000000100010100000000000000000011110000000011000000000000000000000000000010001010000001000000000000000000000000000000000000000010000000000000000001000000000000000100000100100010000010000010010000010101100010000000000011000100011000011110000000100000000101001000000000000100000000010000000100000000000010000000100010000010010000001000010000100000000000000000000000000000001000000000000000000000000000000000001000000100000000100101000000000000000110000000000000010000000000000000000000000000000010010010000000011000000001100000000000110100000000001010001001001000000000000000001001100000100010100100011010010000000000000000000000010001001010000100100000010000011100000000000100000110100000000010000000010000000000000000000001000110001000000000010000000000100000000000000000000011000000100000110101010000100000001000000000000000010000010000100000001000000000000000100001000000010010001010000100100010000000100001000000001000000000011001100001000000000001000000000110000100000100000000010000100000000000010000000101000001001001000000000000000000001000000000001010000010010100000000000000000000001110000000001110000000000000000000101000001001000110000010010001000010001000100000100000000000000000000000000001100000100101001100010000000000000101000100000000000000000000000010000000000000100000000000001001011000000000101000000000000000000000000000000000000000000000010000000000100010010000000010000010000000000101000001110000000011000000000000000000000000000000000000000000000000011001000000001000000000000001010100110000000000110001110100100000000000000000100000000001001000000100001001000000000000000000000000000000010100000100000000010000000010001000001100000001010011000010010000000000000000000001000000000000000101001000000000000010000100010000000000000000000000000000000011000000000010000100000000,"[2, 10, 1]"
13,494,,,R2406,*CC(=S)c1ccc(C(*)=S)cc1,00000000000001000000000000000000000000000000001100000000000000010000000000000000000001000000000010100001000000000000000000000000000000000000001000001000000000000100000000100000000000000000001100100000000001000110000000000000000000001011000000000100010000000000000000010000000000000010000001000010010000000000000000000000000001001010000000000000000000000000000000000000000001000000000000010000001001000000000000010010000010000000000000000000010001000001000000000000100000000000011000011100000000100000010000001000000000000000000000000000100110000000001000000000000010000100100000000000100000000000001000000000000000000000000100000000000000000000000000000010000001000000000000001000000000000000000000000001100001000000000000000000000010000000000010010000000000000000000100000000100000001000000010010000000000000000100100000000101000101000000000100000000000111000000000000000000000000000000000000010001000000000010000010001000000000010100000000000000100000000000000000000001010000100000000000010100100000000000000000100000000000010000000000010100000000000000000001000100000000000000000000010000000000000100000000000100001000000000000000000010000100000000010100000000000000000000011000000000001000000100001000000001110000001000000000000000000001000000000111000000001000000000001000000000000010000000000000000000010100100000100000000000001000010000010000000001100000000000100000000000000001001000001000000000000000000000000100001000000001100000000000001000000001000000000000110000000010000000100000000000000000000100000000001000001000000000000000000010000011100000000100000001100000100100000000000000000000000000100000000000000100001000000000000000010000000000001000000000000000011000001000001000100000001000000000000001001000001010001001010001000000000010000010000000001000000110000000100100000001000001000000010000000101000000000100000000000000000000000000000000000100000000010000000000000001100000000000100000101010011100010000001000001000100010000000000000000010001000000000101000000000000000000000000000000000001000000000100000000000010000000001000,"[2, 13, 1]"
14,495,,,R2407,*CC(=S)c1ccc(*)cc1,00000000000001000000000000000000010000000000000000000000000000010000000000000000000000000000000000100001000000000000000000000000000000000000001000001000000000000100000000000000000000000000001100110000000001000010000000000000010000001011000000000000010000000000000000000000000000000110000000000010010000000000000000000000000000001010000000000000000000000000000000000000000000000000000000010000000000000000000000000010000001000000000000000000010001000001100000000000100000000000011000011100000000100000010100001000000000000000000000010000100010001000000000000001000010000000100000000000000000000000000000000000000000000000000100000000000000000000010000000000000001000000000000101000000000000000000000000001100000000000000000000000000010000000000010000000000000010000000100010000000000000000000010010000000000110000100100000000101000100000000000100000000000110000000000000000000000011000000000000000001000000000010000010000000000000010100000000100000000000000000000000100000000000100000000000000010000000000100000000100000000000010000000100000100000000000000000001000100000000000000000000000000001000000000000000000000100000000000000000000000000100000000000100000000100001000000000001000000001000000000001000000001100000001100000000000000000101000000001010000000001000001000001000000000000010000000000000000000010000000000000000000000001000010000010000000001100000000000000000000000100001000000001000000000000000000000000100001000000000100000000000000100000001000000000000110000000000000000000000000000000000000100000000001000100000000000000000000010000011100000000100000000000000100000000000100000000000000000001000000000100100001000000000000000010000000000001000000100000000011100001000000000000000001000000000000000001000000010001100010001000000000000000010010000001000000110000000100100000001000000000100010010000101000000000000000000000000000000000000000000000100000000010000000000000101100000000000100010101010010000010010000000001000000010000000000000000010100000000000101000000000000000000000000000000000001000000000100000000000010000000000001,"[2, 11, 1]"
15,496,,,R2408,*CC(=S)CC(*)=S,00000000000001000000000000010000000000001000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000001000000000000100000000000100000000000000100000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000011000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010001000100001000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000010000000000001000000100000000000000000000000000000000000000000000000100000000010000000000000000000000000010000000000100010000000000000,"[2, 8, 0]"
16,497,,,R2409,*CC(=S)C*,00000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010001000000001000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000,"[2, 6, 0]"
17,502,,,R2448,*C(=S)C(*)(F)F,00000000000001000000000000000000000000001000000000000000000000000000000000000000000000010000101000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000010000000000000000000000010001000000100000000001000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000100000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000100000000000100000000010000000000000000000000000000000000000000000000000011001000000001001000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000001000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000010000000000000,"[2, 7, 0]"
18,504,,,R2450,*C(=S)CC(F)(F)C(*)(F)F,00000010000001001000000000000001000010001000000000000000000000001000000000000100000000010000111000000000000000000000000000000000100000010100000100000000000000100000000000000000100100000000010010000000000000000000000000100000000000000000000010000000100010000000000100000010000100000000100000000000000000001000000000000110000000001000000000101100000000000000110000000000100000000000000000000010000000100000000010000000000000000000000010000000000000100100000000000000000000000000000000001100100100000000000010000000000000000000000000000000000100000000001000001000000001000000000000000010000000100000000010000000000101000000000000011001010000000000000000010000000000000010000000000000000000010000000000110000010001000000000000010000000000001000010000000000000000000000000000000001001000000001000000111000001000000100000000000000100000100000000000100000010000010000000000000010010110000000000000000100000001010001000000000000000000000000001000000010000000000100000010010000000000000000000000000000000000000000000000000000011000000000000000001000000000100000000010000000000000000000000000000001001000000000000000000000000000000000010000000000000000000100000000010000000000000100000000000000100000000000000010000000100000000000000000000000000000001001000000010000000000011000000000000001000000000000000000000000000010000100000000000000000001111010000000000010000000000000000000000000000100000001000001010000000000111000000000000000001000010000000000000000000000000000000000001000000000000010100000000010000000000000100000000000000000010000000000000000000000010000000000000000000000000000000010000000000000100100000001010000000000010000000000000000100010010000101001000000000000000010000000000000000000000000000000000110000000000000010001001100000001000000001000000000000000000000100000000000100010100000000000000100000001000000000000000000100000000000001100000000000011000000000000000000100000000101000000000000001001000010001000000001010000000000000000000000000000100000000000000000000000100010001011110000001000000110000000001000000000000010000000001000,"[2, 11, 0]"
19,507,,,R2456,*C(=S)C(F)(F)CC(*)(F)F,00000010000001000000010000000001000000001000000000000000000100001000000000000100001000010000101010000000000000000000000000000000100000001100000000000000000000100000000000000000000100010000100000000000000000000000000000100000001000001100000010000000100010000000000000000000000000000000100000000000000000001000000000000110000000001000000000100100000000000000111000000000000000100000000000000010000000100000000010000000000000000000000000000000000000000100000000000000000000000000000000000000100100000000000010000000000000000000000000001000000100000010001000001000000000000000000000000010000000100000000010000000000001000000000000010001000000000000001000010000000000000010000000000000000010010001000000100010010001000000000001010000000000000000011000000000000000000000000000000101000000000001010000101000000000000000000100000000000000100000000000100001010001010010000000000010000110000000000000000100000001000000000000000000000000000000001000000000000000000110001010000000000000000000000000000000000000000000000000000000010000000000000001000000000000100000000010000000000000000000000000000001000000000010010000000000000000000000000000100000000000000100000000010000000000000100000000000000100000100000000110000000000001000000000000000000000000001000000000000000000000000100000000000001000000000000000000000100000010000000000000000000000001011000000000000010000000010010000000000000000000000001000000000000000000111000000000000000001000010000000001000000000010000000000000001000000000000011000010000000000010000000100000100000000000010000000000000000000000010000000000000000000000000000000000000000000100100000000001000000000000010000000000000000100010010000100000000000000000000010000000000000000000000000000000000000000000000000010001001100000001000100001000000000000000000000100000000000100000000000000010000100000001000000000000000000100000000000001100000001000011000000000100000000000000000001001000000000001001000010000000000001010000000000000000000000000000000000100000000000000000100010001010010000001100001110000000001000000000000010000000001000,"[2, 11, 0]"
20,508,,,R2459,*C(F)(F)C(=S)C(*)(F)F,00000000000001000000010000010000000000000000000000000000000100010000000000000000000000010000001000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001100001000000000000000100000000000000000000000000000001000000000000000000000000000010000000000000000001000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000010000000000100000000000000000000100000000000000000000000000000000000000000000000000000010000001000000000000001000100000000000000000100000000001000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000100000000101000000000000100000000000000000011000000000000000000000100000000001000000000000000000100000000000000000000000000000000000000000000000000000000001010000000000000000000100000000000000000000000001000000000000000000000000000000101000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000100000100000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000001100000000000000011000000000000000000000000010000000000000000000000000000000000000000000000000000000100000010010000010000000000000000000001000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000010010100000000000000000000000000000000010010000100100000000000000000000010000000000000000000010000000100000000000000000000010000000000000000000000000000000000000010000000000010001000000101001000100000000000000000000000000100000000010100000000000000000000000000001000000001000000000000000000000000000000001000000100000000100000000000100100000001000000000000000000010000000000000010000000000000000000000000000000000000000000001000000100010000000000000000001000110000000001000000000000010000000000000,"[2, 10, 0]"
21,515,,,R2506,*CC(=S)c1ccc(C(=S)C*)s1,00000000001001000000000000000000000000000000000000000000000000010100100000000000000000001000000000010000000000000001000000000000000010000010001001000000000101000100000100000100000000000010000000000000011000100100000000000000000000000000000000000000000000000100010000000000000000000011110000000010000010000001000000000000000010001010000001001000000000001001000010000000000010000010000000000001000100000000000000000000000000100000100010000000010000010101000010000000001011000100001000011110000000100000000001001000000000000100000000000000000110001000000010000000000010000010001000001000010000100000000000100001000000000000001000000000000000010000000000000010000000100100000000000101000000000000000110000000000000010000000000000000000110000011000010000110000000001001100000100000000000110100100000000010001000001000000000010000001011101000000010100100010000010000000000000001000000000001001010000000100000000000010110000000000100000111100000000010000100010000000000000000000011000100000010000000000000000000000001000000000000000111000100000000110100010000000000001000000000000000000000000000000000001000000100000000100000000000010010001010010100100000000010100001000000000000000000011001100001000000100001000000000110000100010000000000010001000000000000010000000101000000001001000000000001000000000000000000001010000010010100000000000001010000001010000000001100000000000000000000101000001001000100000000000001000010000000100000100000000000000000100000000010100000001100000100010000000000000001000100000000000000000000100000000000000000000000000010001010011000000000101000000000000000100000000000000000000000000000010000000000100000010000000000000010000010000101000001111000010011000000000101000000000000000000000000000001000000011001000100001000000000000001010100110000000000110001110100100010000000000000000000000001001000000100001001100001000000000000000000000000010000100000000000000000000001001000001100000001010011000010000000000100000000000001000000000000000000000000000100000010010100010000000000000000000000000000000011000000000010000001000000,"[2, 13, 1]"
22,524,,,R2585,*c1ccc(S(=C)(=C)c2ccc(*)cc2)cc1,00000000000000000000000000001001010000000000000010000000000000000000100001110001000000000000100000000101000000000001000100001000010000000000100000000001000000100100000010100010000001000000001000111100000000001000001000001100010000000000110000000000000001011000000000001000000000000100000000100010000100000011000100100000100000001010000000100000100000000000001000010000000000010000000000000000000100000000100000001000010001010000000000000000000000000000000000000000000000000000010000000000000000000010000000000000001110000000000000010000000000000001000000000100000000000000000000000011000000000101000000000000001000000000000000000000000100000000010100000000000000000000100000100000000010100000000100000000000000000000000000000000100010100000000000000000000000000000000000010000000100000000000110001000000000110000000000100000000000000000000000100000000000000100000000000000000000011011010100101000000000000000000010000000000010010000000010000100000000000000000000001000000000000000010000000001011100000000000000000100001000000010000001000000000000011110000000000000000001100000000000000000000001000100000001101000000000010000010000000000001000001000010000000001000100001000000001101110000000000000000000000000001000000000100000000010000000110000100001110100000001000000000000000000010000010010001000001000000000000100000000000100000001000100000000100000000100000000110000000001000000000001101000000000000001000000000000000000000000000000000010000000100000000000000000100000000000000000000000000000000000000100000000000000100100000000100001001000000000000100000000000000000000000000001000010010000011000000000101000001000000000100010000001000000000000000000000100000000000000001100101000000001000000000000000000000000000010000010000000100000000001010000000000100000000000000001000100000100100000000010000000000010000000000000000000010000000000100000000010001000000000000000000000000000000000100001000000000000100000010001000010001000000101000000100001001000000000000010000000000000000000000000000000000000000001000000000000000000010000000000000000000,"[2, 17, 2]"
